Standard Model;G1;Bus 7;Bus 5;Bus 7;Bus 5
-0,033000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,032000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,031000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,030000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,029000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,028000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,027000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,026000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,025000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,024000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,023000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,022000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,021000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,020000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,019000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,018000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,017000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,016000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,015000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,014000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,013000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,012000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,011000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,010000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,009000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,008000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,007000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,006000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,005000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,004000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,003000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,002000;1,000000;3,719705;-3,988803;1,025769;0,995631
-0,001000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,000000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,001000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,002000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,003000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,004000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,005000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,006000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,007000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,008000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,009000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,010000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,011000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,012000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,013000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,014000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,015000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,016000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,017000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,018000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,019000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,020000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,021000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,022000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,023000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,024000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,025000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,026000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,027000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,028000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,029000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,030000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,031000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,032000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,033000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,034000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,035000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,036000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,037000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,038000;1,000000;3,719705;-3,988803;1,025769;0,995631
0,039000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,040000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,041000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,042000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,043000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,044000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,045000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,046000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,047000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,048000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,049000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,050000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,051000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,052000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,053000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,054000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,055000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,056000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,057000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,058000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,059000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,060000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,061000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,062000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,063000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,064000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,065000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,066000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,067000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,068000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,069000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,070000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,071000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,072000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,073000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,074000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,075000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,076000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,077000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,078000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,079000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,080000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,081000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,082000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,083000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,084000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,085000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,086000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,087000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,088000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,089000;1,000000;3,719706;-3,988803;1,025769;0,995631
0,090000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,091000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,092000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,093000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,094000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,095000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,096000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,097000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,098000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,099000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,100000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,101000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,102000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,103000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,104000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,105000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,106000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,107000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,108000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,109000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,110000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,111000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,112000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,113000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,114000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,115000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,116000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,117000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,118000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,119000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,120000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,121000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,122000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,123000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,124000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,125000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,126000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,127000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,128000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,129000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,130000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,131000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,132000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,133000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,134000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,135000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,136000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,137000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,138000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,139000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,140000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,141000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,142000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,143000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,144000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,145000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,146000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,147000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,148000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,149000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,150000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,151000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,152000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,153000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,154000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,155000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,156000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,157000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,158000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,159000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,160000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,161000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,162000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,163000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,164000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,165000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,166000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,167000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,168000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,169000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,170000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,171000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,172000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,173000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,174000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,175000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,176000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,177000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,178000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,179000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,180000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,181000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,182000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,183000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,184000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,185000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,186000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,187000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,188000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,189000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,190000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,191000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,192000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,193000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,194000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,195000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,196000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,197000;1,000000;3,719706;-3,988802;1,025769;0,995631
0,198000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,199000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,200000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,201000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,202000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,203000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,204000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,205000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,206000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,207000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,208000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,209000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,210000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,211000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,212000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,213000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,214000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,215000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,216000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,217000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,218000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,219000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,220000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,221000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,222000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,223000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,224000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,225000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,226000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,227000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,228000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,229000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,230000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,231000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,232000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,233000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,234000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,235000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,236000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,237000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,238000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,239000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,240000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,241000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,242000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,243000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,244000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,245000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,246000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,247000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,248000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,249000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,250000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,251000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,252000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,253000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,254000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,255000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,256000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,257000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,258000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,259000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,260000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,261000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,262000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,263000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,264000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,265000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,266000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,267000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,268000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,269000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,270000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,271000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,272000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,273000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,274000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,275000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,276000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,277000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,278000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,279000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,280000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,281000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,282000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,283000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,284000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,285000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,286000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,287000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,288000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,289000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,290000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,291000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,292000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,293000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,294000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,295000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,296000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,297000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,298000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,299000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,300000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,301000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,302000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,303000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,304000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,305000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,306000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,307000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,308000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,309000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,310000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,311000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,312000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,313000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,314000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,315000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,316000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,317000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,318000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,319000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,320000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,321000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,322000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,323000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,324000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,325000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,326000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,327000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,328000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,329000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,330000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,331000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,332000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,333000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,334000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,335000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,336000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,337000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,338000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,339000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,340000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,341000;1,000000;3,719707;-3,988802;1,025769;0,995631
0,342000;1,000000;3,719707;-3,988802;1,025769;0,995631
