Classical Model;Bus 7;Bus 5;Bus 7;Bus 5
-0,060000;3,718483;-3,988536;1,025770;0,995639
-0,059000;3,718483;-3,988536;1,025770;0,995639
-0,058000;3,718483;-3,988536;1,025770;0,995639
-0,057000;3,718483;-3,988536;1,025770;0,995639
-0,056000;3,718483;-3,988536;1,025770;0,995639
-0,055000;3,718483;-3,988536;1,025770;0,995639
-0,054000;3,718483;-3,988536;1,025770;0,995639
-0,053000;3,718483;-3,988536;1,025770;0,995639
-0,052000;3,718483;-3,988536;1,025770;0,995639
-0,051000;3,718483;-3,988536;1,025770;0,995639
-0,050000;3,718483;-3,988536;1,025770;0,995639
-0,049000;3,718483;-3,988536;1,025770;0,995639
-0,048000;3,718483;-3,988536;1,025770;0,995639
-0,047000;3,718483;-3,988536;1,025770;0,995639
-0,046000;3,718483;-3,988536;1,025770;0,995639
-0,045000;3,718483;-3,988536;1,025770;0,995639
-0,044000;3,718483;-3,988536;1,025770;0,995639
-0,043000;3,718483;-3,988536;1,025770;0,995639
-0,042000;3,718483;-3,988536;1,025770;0,995639
-0,041000;3,718483;-3,988536;1,025770;0,995639
-0,040000;3,718483;-3,988536;1,025770;0,995639
-0,039000;3,718483;-3,988536;1,025770;0,995639
-0,038000;3,718484;-3,988536;1,025770;0,995639
-0,037000;3,718484;-3,988536;1,025770;0,995639
-0,036000;3,718484;-3,988536;1,025770;0,995639
-0,035000;3,718484;-3,988536;1,025770;0,995639
-0,034000;3,718484;-3,988536;1,025770;0,995639
-0,033000;3,718484;-3,988536;1,025770;0,995639
-0,032000;3,718484;-3,988536;1,025770;0,995639
-0,031000;3,718484;-3,988536;1,025770;0,995639
-0,030000;3,718484;-3,988536;1,025770;0,995639
-0,029000;3,718484;-3,988536;1,025770;0,995639
-0,028000;3,718484;-3,988536;1,025770;0,995639
-0,027000;3,718484;-3,988536;1,025770;0,995639
-0,026000;3,718484;-3,988536;1,025770;0,995639
-0,025000;3,718484;-3,988536;1,025770;0,995639
-0,024000;3,718484;-3,988536;1,025770;0,995639
-0,023000;3,718484;-3,988536;1,025770;0,995639
-0,022000;3,718484;-3,988536;1,025770;0,995639
-0,021000;3,718484;-3,988536;1,025770;0,995639
-0,020000;3,718484;-3,988536;1,025770;0,995639
-0,019000;3,718484;-3,988536;1,025770;0,995639
-0,018000;3,718484;-3,988536;1,025770;0,995639
-0,017000;3,718484;-3,988536;1,025770;0,995639
-0,016000;3,718484;-3,988536;1,025770;0,995639
-0,015000;3,718484;-3,988536;1,025770;0,995639
-0,014000;3,718484;-3,988536;1,025770;0,995639
-0,013000;3,718484;-3,988536;1,025770;0,995639
-0,012000;3,718484;-3,988536;1,025770;0,995639
-0,011000;3,718484;-3,988536;1,025770;0,995639
-0,010000;3,718484;-3,988536;1,025770;0,995639
-0,009000;3,718484;-3,988536;1,025770;0,995639
-0,008000;3,718484;-3,988536;1,025770;0,995639
-0,007000;3,718484;-3,988536;1,025770;0,995639
-0,006000;3,718484;-3,988536;1,025770;0,995639
-0,005000;3,718484;-3,988536;1,025770;0,995639
-0,004000;3,718484;-3,988536;1,025770;0,995639
-0,003000;3,718484;-3,988536;1,025770;0,995639
-0,002000;3,718484;-3,988536;1,025770;0,995639
-0,001000;3,718484;-3,988536;1,025770;0,995639
0,000000;3,718484;-3,988536;1,025770;0,995639
0,000500;4,971765;-9,674974;0,013838;0,421253
0,001167;4,972997;-9,674862;0,013838;0,421253
0,002167;4,976136;-9,674576;0,013838;0,421253
0,003167;4,981725;-9,674067;0,013837;0,421252
0,004167;4,989408;-9,673368;0,013837;0,421251
0,005167;4,999186;-9,672478;0,013837;0,421250
0,006167;5,011059;-9,671397;0,013837;0,421248
0,007167;5,025025;-9,670126;0,013837;0,421246
0,008167;5,041086;-9,668664;0,013837;0,421244
0,009167;5,059239;-9,667012;0,013837;0,421242
0,010167;5,079485;-9,665170;0,013836;0,421239
0,011167;5,101824;-9,663138;0,013836;0,421236
0,012167;5,126254;-9,660916;0,013836;0,421233
0,013167;5,152776;-9,658505;0,013836;0,421229
0,014167;5,181389;-9,655904;0,013835;0,421226
0,015167;5,212092;-9,653113;0,013835;0,421221
0,016167;5,244885;-9,650133;0,013835;0,421217
0,017167;5,279767;-9,646965;0,013834;0,421212
0,018167;5,316738;-9,643607;0,013834;0,421207
0,019167;5,355798;-9,640061;0,013833;0,421202
0,020167;5,396945;-9,636327;0,013833;0,421197
0,021167;5,440179;-9,632405;0,013832;0,421191
0,022167;5,485499;-9,628295;0,013832;0,421185
0,023167;5,532906;-9,623997;0,013831;0,421178
0,024167;5,582397;-9,619513;0,013831;0,421172
0,025167;5,633973;-9,614841;0,013830;0,421164
0,026167;5,687632;-9,609982;0,013830;0,421157
0,027167;5,743375;-9,604937;0,013829;0,421149
0,028167;5,801200;-9,599707;0,013828;0,421142
0,029167;5,861106;-9,594290;0,013828;0,421133
0,030167;5,923093;-9,588688;0,013827;0,421125
0,031167;5,987161;-9,582901;0,013826;0,421116
0,032167;6,053308;-9,576930;0,013825;0,421107
0,033167;6,121533;-9,570774;0,013825;0,421097
0,034167;6,191836;-9,564435;0,013824;0,421087
0,035167;6,264216;-9,557912;0,013823;0,421077
0,036167;6,338672;-9,551206;0,013822;0,421066
0,037167;6,415203;-9,544317;0,013821;0,421056
0,038167;6,493809;-9,537246;0,013820;0,421044
0,039167;6,574488;-9,529993;0,013819;0,421033
0,040167;6,657240;-9,522560;0,013818;0,421021
0,041167;6,742063;-9,514945;0,013817;0,421009
0,042167;6,828957;-9,507150;0,013816;0,420996
0,043167;6,917922;-9,499175;0,013815;0,420983
0,044167;7,008955;-9,491021;0,013814;0,420970
0,045167;7,102056;-9,482688;0,013813;0,420956
0,046167;7,197224;-9,474177;0,013812;0,420942
0,047167;7,294458;-9,465488;0,013810;0,420928
0,048167;7,393757;-9,456622;0,013809;0,420913
0,049167;7,495121;-9,447579;0,013808;0,420898
0,050167;7,598547;-9,438360;0,013807;0,420882
0,051167;7,704035;-9,428966;0,013805;0,420866
0,052167;7,811585;-9,419396;0,013804;0,420850
0,053167;7,921194;-9,409653;0,013803;0,420833
0,054167;8,032863;-9,399736;0,013801;0,420816
0,055167;8,146589;-9,389645;0,013800;0,420799
0,056167;8,262372;-9,379383;0,013798;0,420781
0,057167;8,380211;-9,368948;0,013797;0,420762
0,058167;8,500104;-9,358343;0,013795;0,420744
0,059167;8,622052;-9,347566;0,013793;0,420725
0,060167;8,746051;-9,336621;0,013792;0,420705
0,061167;8,872102;-9,325506;0,013790;0,420685
0,062167;9,000203;-9,314223;0,013788;0,420664
0,063167;9,130354;-9,302772;0,013786;0,420643
0,064167;9,262552;-9,291154;0,013785;0,420622
0,065167;9,396797;-9,279371;0,013783;0,420600
0,066167;9,533088;-9,267421;0,013781;0,420578
0,067167;9,671423;-9,255307;0,013779;0,420555
0,068167;9,811802;-9,243030;0,013777;0,420532
0,069167;9,954223;-9,230589;0,013775;0,420508
0,070167;10,098686;-9,217986;0,013773;0,420484
0,071167;10,245188;-9,205221;0,013771;0,420460
0,072167;10,393729;-9,192296;0,013769;0,420435
0,073167;10,544307;-9,179211;0,013767;0,420409
0,074167;10,696922;-9,165967;0,013764;0,420383
0,075167;10,851572;-9,152565;0,013762;0,420356
0,076167;11,008257;-9,139005;0,013760;0,420329
0,077167;11,166974;-9,125289;0,013757;0,420302
0,078167;11,327722;-9,111418;0,013755;0,420273
0,079167;11,490501;-9,097392;0,013752;0,420245
0,080167;11,655310;-9,083213;0,013750;0,420216
0,081167;11,822147;-9,068880;0,013747;0,420186
0,082167;11,991010;-9,054396;0,013745;0,420156
0,083167;12,161899;-9,039761;0,013742;0,420125
0,083300;12,184950;-9,037789;0,013742;0,420121
0,083800;15,703911;-9,283573;1,015894;0,939689
0,084467;15,814996;-9,260798;1,015729;0,939569
0,085467;15,982818;-9,226413;1,015480;0,939387
0,086467;16,151174;-9,191948;1,015228;0,939204
0,087467;16,320006;-9,157415;1,014973;0,939018
0,088467;16,489310;-9,122814;1,014717;0,938831
0,089467;16,659077;-9,088147;1,014458;0,938641
0,090467;16,829301;-9,053417;1,014197;0,938450
0,091467;16,999975;-9,018624;1,013933;0,938257
0,092467;17,171092;-8,983771;1,013668;0,938062
0,093467;17,342645;-8,948859;1,013400;0,937865
0,094467;17,514629;-8,913891;1,013129;0,937667
0,095467;17,687034;-8,878866;1,012857;0,937466
0,096467;17,859856;-8,843788;1,012582;0,937264
0,097467;18,033087;-8,808658;1,012305;0,937059
0,098467;18,206719;-8,773478;1,012026;0,936853
0,099467;18,380747;-8,738249;1,011745;0,936645
0,100467;18,555163;-8,702973;1,011461;0,936435
0,101467;18,729960;-8,667652;1,011175;0,936223
0,102467;18,905133;-8,632287;1,010887;0,936010
0,103467;19,080672;-8,596881;1,010596;0,935794
0,104467;19,256573;-8,561434;1,010304;0,935577
0,105467;19,432827;-8,525949;1,010009;0,935358
0,106467;19,609428;-8,490428;1,009712;0,935136
0,107467;19,786370;-8,454871;1,009413;0,934913
0,108467;19,963644;-8,419280;1,009112;0,934689
0,109467;20,141245;-8,383658;1,008808;0,934462
0,110467;20,319166;-8,348006;1,008502;0,934233
0,111467;20,497399;-8,312326;1,008194;0,934003
0,112467;20,675937;-8,276619;1,007884;0,933771
0,113467;20,854775;-8,240887;1,007572;0,933537
0,114467;21,033904;-8,205131;1,007258;0,933301
0,115467;21,213318;-8,169354;1,006941;0,933063
0,116467;21,393011;-8,133556;1,006623;0,932823
0,117467;21,572974;-8,097740;1,006302;0,932582
0,118467;21,753202;-8,061908;1,005979;0,932338
0,119467;21,933688;-8,026060;1,005655;0,932093
0,120467;22,114424;-7,990198;1,005328;0,931847
0,121467;22,295404;-7,954325;1,004999;0,931598
0,122467;22,476621;-7,918442;1,004668;0,931347
0,123467;22,658068;-7,882549;1,004335;0,931095
0,124467;22,839739;-7,846650;1,004000;0,930841
0,125467;23,021626;-7,810745;1,003662;0,930585
0,126467;23,203722;-7,774837;1,003323;0,930328
0,127467;23,386021;-7,738926;1,002982;0,930068
0,128467;23,568516;-7,703015;1,002639;0,929807
0,129467;23,751200;-7,667104;1,002294;0,929544
0,130467;23,934067;-7,631196;1,001947;0,929279
0,131467;24,117109;-7,595292;1,001598;0,929013
0,132467;24,300320;-7,559394;1,001248;0,928745
0,133467;24,483692;-7,523503;1,000895;0,928475
0,134467;24,667220;-7,487621;1,000541;0,928203
0,135467;24,850897;-7,451749;1,000184;0,927930
0,136467;25,034715;-7,415889;0,999826;0,927655
0,137467;25,218667;-7,380043;0,999466;0,927379
0,138467;25,402748;-7,344211;0,999104;0,927100
0,139467;25,586951;-7,308396;0,998740;0,926820
0,140467;25,771268;-7,272599;0,998375;0,926539
0,141467;25,955693;-7,236822;0,998008;0,926255
0,142467;26,140219;-7,201065;0,997639;0,925970
0,143467;26,324840;-7,165331;0,997268;0,925684
0,144467;26,509549;-7,129621;0,996896;0,925396
0,145467;26,694339;-7,093936;0,996521;0,925106
0,146467;26,879204;-7,058279;0,996146;0,924815
0,147467;27,064137;-7,022649;0,995768;0,924522
0,148467;27,249130;-6,987050;0,995389;0,924227
0,149467;27,434179;-6,951482;0,995009;0,923931
0,150467;27,619276;-6,915946;0,994626;0,923633
0,151467;27,804414;-6,880445;0,994243;0,923334
0,152467;27,989587;-6,844979;0,993857;0,923034
0,153467;28,174789;-6,809550;0,993470;0,922731
0,154467;28,360012;-6,774160;0,993082;0,922428
0,155467;28,545250;-6,738810;0,992692;0,922122
0,156467;28,730498;-6,703500;0,992301;0,921816
0,157467;28,915747;-6,668233;0,991908;0,921508
0,158467;29,100992;-6,633010;0,991514;0,921198
0,159467;29,286226;-6,597833;0,991118;0,920887
0,160467;29,471443;-6,562702;0,990721;0,920575
0,161467;29,656636;-6,527619;0,990323;0,920261
0,162467;29,841800;-6,492585;0,989923;0,919946
0,163467;30,026926;-6,457602;0,989522;0,919629
0,164467;30,212010;-6,422671;0,989120;0,919311
0,165467;30,397044;-6,387793;0,988717;0,918992
0,166467;30,582022;-6,352969;0,988312;0,918671
0,167467;30,766938;-6,318201;0,987906;0,918349
0,168467;30,951786;-6,283491;0,987499;0,918026
0,169467;31,136559;-6,248839;0,987090;0,917702
0,170467;31,321250;-6,214246;0,986681;0,917376
0,171467;31,505854;-6,179714;0,986270;0,917049
0,172467;31,690365;-6,145244;0,985859;0,916720
0,173467;31,874776;-6,110838;0,985446;0,916391
0,174467;32,059080;-6,076496;0,985032;0,916060
0,175467;32,243272;-6,042220;0,984617;0,915728
0,176467;32,427345;-6,008010;0,984201;0,915395
0,177467;32,611293;-5,973869;0,983785;0,915061
0,178467;32,795111;-5,939797;0,983367;0,914726
0,179467;32,978791;-5,905795;0,982948;0,914389
0,180467;33,162328;-5,871865;0,982529;0,914051
0,181467;33,345715;-5,838008;0,982108;0,913713
0,182467;33,528947;-5,804224;0,981687;0,913373
0,183467;33,712017;-5,770515;0,981265;0,913032
0,184467;33,894920;-5,736883;0,980842;0,912690
0,185467;34,077649;-5,703327;0,980418;0,912347
0,186467;34,260198;-5,669850;0,979994;0,912003
0,187467;34,442562;-5,636452;0,979569;0,911658
0,188467;34,624733;-5,603134;0,979143;0,911312
0,189467;34,806707;-5,569898;0,978717;0,910966
0,190467;34,988478;-5,536744;0,978290;0,910618
0,191467;35,170039;-5,503673;0,977862;0,910269
0,192467;35,351384;-5,470688;0,977434;0,909920
0,193467;35,532508;-5,437787;0,977005;0,909569
0,194467;35,713405;-5,404973;0,976575;0,909218
0,195467;35,894069;-5,372247;0,976146;0,908866
0,196467;36,074494;-5,339609;0,975715;0,908513
0,197467;36,254675;-5,307060;0,975285;0,908159
0,198467;36,434605;-5,274602;0,974853;0,907804
0,199467;36,614279;-5,242235;0,974422;0,907449
0,200467;36,793690;-5,209960;0,973990;0,907093
0,201467;36,972835;-5,177778;0,973558;0,906736
0,202467;37,151706;-5,145691;0,973125;0,906379
0,203467;37,330298;-5,113698;0,972692;0,906020
0,204467;37,508605;-5,081801;0,972259;0,905661
0,205467;37,686623;-5,050001;0,971826;0,905302
0,206467;37,864344;-5,018299;0,971392;0,904942
0,207467;38,041764;-4,986695;0,970958;0,904581
0,208467;38,218877;-4,955190;0,970524;0,904219
0,209467;38,395677;-4,923785;0,970090;0,903858
0,210467;38,572160;-4,892481;0,969656;0,903495
0,211467;38,748318;-4,861279;0,969222;0,903132
0,212467;38,924148;-4,830179;0,968788;0,902768
0,213467;39,099644;-4,799183;0,968354;0,902404
0,214467;39,274799;-4,768290;0,967919;0,902040
0,215467;39,449609;-4,737503;0,967485;0,901675
0,216467;39,624069;-4,706821;0,967051;0,901309
0,217467;39,798173;-4,676245;0,966617;0,900944
0,218467;39,971915;-4,645776;0,966183;0,900577
0,219467;40,145291;-4,615415;0,965750;0,900211
0,220467;40,318295;-4,585162;0,965316;0,899844
0,221467;40,490921;-4,555019;0,964883;0,899476
0,222467;40,663165;-4,524985;0,964450;0,899109
0,223467;40,835022;-4,495062;0,964017;0,898741
0,224467;41,006486;-4,465250;0,963584;0,898373
0,225467;41,177552;-4,435550;0,963152;0,898004
0,226467;41,348214;-4,405962;0,962720;0,897636
0,227467;41,518469;-4,376488;0,962289;0,897267
0,228467;41,688310;-4,347127;0,961858;0,896898
0,229467;41,857733;-4,317880;0,961427;0,896528
0,230467;42,026732;-4,288748;0,960997;0,896159
0,231467;42,195303;-4,259732;0,960567;0,895790
0,232467;42,363441;-4,230832;0,960138;0,895420
0,233467;42,531139;-4,202048;0,959709;0,895050
0,234467;42,698395;-4,173381;0,959281;0,894680
0,235467;42,865202;-4,144833;0,958853;0,894311
0,236467;43,031556;-4,116402;0,958426;0,893941
0,237467;43,197453;-4,088090;0,958000;0,893571
0,238467;43,362886;-4,059898;0,957574;0,893201
0,239467;43,527851;-4,031825;0,957149;0,892831
0,240467;43,692344;-4,003873;0,956724;0,892461
0,241467;43,856359;-3,976041;0,956301;0,892092
0,242467;44,019892;-3,948331;0,955878;0,891722
0,243467;44,182939;-3,920742;0,955456;0,891352
0,244467;44,345494;-3,893275;0,955035;0,890983
0,245467;44,507553;-3,865931;0,954614;0,890614
0,246467;44,669111;-3,838710;0,954195;0,890245
0,247467;44,830163;-3,811613;0,953776;0,889876
0,248467;44,990706;-3,784639;0,953358;0,889507
0,249467;45,150733;-3,757790;0,952941;0,889139
0,250467;45,310242;-3,731065;0,952525;0,888771
0,251467;45,469227;-3,704465;0,952110;0,888403
0,252467;45,627683;-3,677991;0,951696;0,888035
0,253467;45,785607;-3,651643;0,951284;0,887668
0,254467;45,942994;-3,625420;0,950872;0,887301
0,255467;46,099839;-3,599324;0,950461;0,886935
0,256467;46,256138;-3,573355;0,950051;0,886569
0,257467;46,411886;-3,547514;0,949643;0,886203
0,258467;46,567080;-3,521799;0,949235;0,885837
0,259467;46,721715;-3,496213;0,948829;0,885473
0,260467;46,875786;-3,470754;0,948424;0,885108
0,261467;47,029290;-3,445424;0,948020;0,884744
0,262467;47,182222;-3,420222;0,947618;0,884381
0,263467;47,334577;-3,395150;0,947216;0,884018
0,264467;47,486352;-3,370207;0,946816;0,883655
0,265467;47,637543;-3,345393;0,946417;0,883293
0,266467;47,788145;-3,320709;0,946020;0,882932
0,267467;47,938155;-3,296154;0,945624;0,882571
0,268467;48,087567;-3,271730;0,945229;0,882211
0,269467;48,236378;-3,247437;0,944836;0,881852
0,270467;48,384585;-3,223274;0,944444;0,881493
0,271467;48,532182;-3,199242;0,944053;0,881135
0,272467;48,679166;-3,175341;0,943664;0,880778
0,273467;48,825533;-3,151571;0,943277;0,880421
0,274467;48,971280;-3,127933;0,942891;0,880065
0,275467;49,116401;-3,104427;0,942506;0,879710
0,276467;49,260893;-3,081052;0,942123;0,879355
0,277467;49,404753;-3,057809;0,941742;0,879002
0,278467;49,547976;-3,034698;0,941362;0,878649
0,279467;49,690559;-3,011720;0,940983;0,878297
0,280467;49,832498;-2,988874;0,940607;0,877945
0,281467;49,973788;-2,966160;0,940232;0,877595
0,282467;50,114427;-2,943580;0,939858;0,877246
0,283467;50,254411;-2,921132;0,939487;0,876897
0,284467;50,393735;-2,898817;0,939116;0,876550
0,285467;50,532397;-2,876635;0,938748;0,876203
0,286467;50,670392;-2,854586;0,938382;0,875857
0,287467;50,807717;-2,832670;0,938017;0,875513
0,288467;50,944369;-2,810888;0,937654;0,875169
0,289467;51,080343;-2,789239;0,937292;0,874826
0,290467;51,215636;-2,767724;0,936933;0,874484
0,291467;51,350246;-2,746342;0,936575;0,874144
0,292467;51,484167;-2,725094;0,936219;0,873804
0,293467;51,617397;-2,703979;0,935865;0,873466
0,294467;51,749932;-2,682998;0,935513;0,873128
0,295467;51,881769;-2,662151;0,935162;0,872792
0,296467;52,012905;-2,641438;0,934814;0,872457
0,297467;52,143335;-2,620859;0,934468;0,872123
0,298467;52,273057;-2,600414;0,934123;0,871790
0,299467;52,402068;-2,580102;0,933780;0,871459
0,300467;52,530364;-2,559925;0,933440;0,871128
0,301467;52,657941;-2,539881;0,933101;0,870799
0,302467;52,784797;-2,519972;0,932764;0,870471
0,303467;52,910929;-2,500197;0,932430;0,870145
0,304467;53,036332;-2,480555;0,932097;0,869819
0,305467;53,161005;-2,461048;0,931766;0,869495
0,306467;53,284943;-2,441674;0,931438;0,869173
0,307467;53,408144;-2,422435;0,931111;0,868851
0,308467;53,530604;-2,403329;0,930787;0,868531
0,309467;53,652321;-2,384357;0,930465;0,868212
0,310467;53,773292;-2,365520;0,930144;0,867895
0,311467;53,893512;-2,346816;0,929826;0,867579
0,312467;54,012981;-2,328246;0,929510;0,867265
0,313467;54,131693;-2,309810;0,929197;0,866952
0,314467;54,249647;-2,291507;0,928885;0,866640
0,315467;54,366840;-2,273339;0,928575;0,866330
0,316467;54,483268;-2,255304;0,928268;0,866021
0,317467;54,598929;-2,237402;0,927963;0,865714
0,318467;54,713820;-2,219635;0,927660;0,865408
0,319467;54,827938;-2,202000;0,927360;0,865104
0,320467;54,941280;-2,184500;0,927061;0,864801
0,321467;55,053843;-2,167132;0,926765;0,864500
0,322467;55,165626;-2,149898;0,926471;0,864201
0,323467;55,276624;-2,132798;0,926179;0,863903
0,324467;55,386835;-2,115830;0,925890;0,863607
0,325467;55,496257;-2,098996;0,925603;0,863312
0,326467;55,604887;-2,082294;0,925318;0,863019
0,327467;55,712722;-2,065726;0,925036;0,862728
0,328467;55,819760;-2,049290;0,924755;0,862438
0,329467;55,925997;-2,032987;0,924478;0,862150
0,330467;56,031432;-2,016817;0,924202;0,861863
0,331467;56,136062;-2,000780;0,923929;0,861579
0,332467;56,239885;-1,984875;0,923658;0,861296
0,333467;56,342897;-1,969102;0,923390;0,861015
0,334467;56,445096;-1,953462;0,923124;0,860735
0,335467;56,546481;-1,937954;0,922860;0,860458
0,336467;56,647048;-1,922578;0,922599;0,860182
0,337467;56,746795;-1,907334;0,922340;0,859908
0,338467;56,845720;-1,892222;0,922084;0,859635
0,339467;56,943820;-1,877242;0,921830;0,859365
0,340467;57,041093;-1,862394;0,921578;0,859096
0,341467;57,137537;-1,847677;0,921329;0,858830
0,342467;57,233150;-1,833092;0,921083;0,858565
0,343467;57,327928;-1,818638;0,920838;0,858302
0,344467;57,421871;-1,804315;0,920597;0,858041
0,345467;57,514975;-1,790124;0,920357;0,857781
0,346467;57,607238;-1,776063;0,920121;0,857524
0,347467;57,698659;-1,762134;0,919886;0,857269
0,348467;57,789235;-1,748335;0,919654;0,857015
0,349467;57,878965;-1,734667;0,919425;0,856764
0,350467;57,967845;-1,721130;0,919198;0,856514
0,351467;58,055874;-1,707723;0,918974;0,856267
0,352467;58,143049;-1,694447;0,918752;0,856021
0,353467;58,229370;-1,681301;0,918533;0,855778
0,354467;58,314833;-1,668285;0,918316;0,855536
0,355467;58,399437;-1,655399;0,918102;0,855297
0,356467;58,483180;-1,642643;0,917890;0,855059
0,357467;58,566059;-1,630017;0,917681;0,854824
0,358467;58,648074;-1,617520;0,917475;0,854591
0,359467;58,729221;-1,605153;0,917271;0,854360
0,360467;58,809500;-1,592916;0,917069;0,854130
0,361467;58,888908;-1,580807;0,916870;0,853903
0,362467;58,967443;-1,568828;0,916674;0,853679
0,363467;59,045104;-1,556979;0,916480;0,853456
0,364467;59,121889;-1,545258;0,916289;0,853235
0,365467;59,197796;-1,533666;0,916101;0,853017
0,366467;59,272823;-1,522203;0,915915;0,852801
0,367467;59,346969;-1,510868;0,915731;0,852586
0,368467;59,420232;-1,499662;0,915550;0,852374
0,369467;59,492610;-1,488585;0,915372;0,852165
0,370467;59,564101;-1,477636;0,915197;0,851957
0,371467;59,634705;-1,466815;0,915024;0,851752
0,372467;59,704419;-1,456123;0,914853;0,851549
0,373467;59,773241;-1,445558;0,914685;0,851348
0,374467;59,841171;-1,435122;0,914520;0,851149
0,375467;59,908206;-1,424813;0,914358;0,850953
0,376467;59,974346;-1,414632;0,914198;0,850759
0,377467;60,039588;-1,404578;0,914040;0,850567
0,378467;60,103931;-1,394653;0,913886;0,850378
0,379467;60,167374;-1,384854;0,913734;0,850191
0,380467;60,229915;-1,375184;0,913584;0,850006
0,381467;60,291553;-1,365640;0,913437;0,849823
0,382467;60,352286;-1,356224;0,913293;0,849643
0,383467;60,412113;-1,346934;0,913152;0,849465
0,384467;60,471033;-1,337772;0,913013;0,849290
0,385467;60,529044;-1,328737;0,912877;0,849117
0,386467;60,586146;-1,319829;0,912743;0,848946
0,387467;60,642336;-1,311047;0,912612;0,848777
0,388467;60,697613;-1,302392;0,912484;0,848611
0,389467;60,751977;-1,293864;0,912358;0,848448
0,390467;60,805426;-1,285463;0,912235;0,848287
0,391467;60,857958;-1,277188;0,912115;0,848128
0,392467;60,909574;-1,269039;0,911997;0,847971
0,393467;60,960270;-1,261017;0,911882;0,847817
0,394467;61,010047;-1,253122;0,911769;0,847666
0,395467;61,058904;-1,245352;0,911660;0,847517
0,396467;61,106838;-1,237709;0,911552;0,847370
0,397467;61,153849;-1,230192;0,911448;0,847226
0,398467;61,199937;-1,222802;0,911346;0,847084
0,399467;61,245099;-1,215537;0,911247;0,846945
0,400467;61,289335;-1,208398;0,911150;0,846808
0,401467;61,332644;-1,201386;0,911056;0,846674
0,402467;61,375025;-1,194500;0,910965;0,846543
0,403467;61,416478;-1,187739;0,910876;0,846413
0,404467;61,457000;-1,181105;0,910790;0,846287
0,405467;61,496591;-1,174596;0,910707;0,846163
0,406467;61,535251;-1,168213;0,910626;0,846041
0,407467;61,572978;-1,161956;0,910548;0,845922
0,408467;61,609772;-1,155826;0,910473;0,845805
0,409467;61,645631;-1,149821;0,910400;0,845691
0,410467;61,680555;-1,143941;0,910330;0,845580
0,411467;61,714544;-1,138188;0,910263;0,845471
0,412467;61,747596;-1,132561;0,910198;0,845365
0,413467;61,779710;-1,127059;0,910136;0,845261
0,414467;61,810887;-1,121683;0,910076;0,845160
0,415467;61,841124;-1,116434;0,910019;0,845062
0,416467;61,870423;-1,111310;0,909965;0,844966
0,417467;61,898781;-1,106312;0,909913;0,844872
0,418467;61,926198;-1,101440;0,909864;0,844782
0,419467;61,952674;-1,096694;0,909818;0,844694
0,420467;61,978208;-1,092074;0,909774;0,844608
0,421467;62,002799;-1,087580;0,909733;0,844525
0,422467;62,026447;-1,083212;0,909694;0,844445
0,423467;62,049152;-1,078970;0,909658;0,844368
0,424467;62,070912;-1,074855;0,909625;0,844293
0,425467;62,091728;-1,070865;0,909594;0,844221
