Standard Model;G1;Bus 7;Bus 5;Bus 7;Bus 5
0,087000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,088000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,089000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,090000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,091000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,092000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,093000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,094000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,095000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,096000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,097000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,098000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,099000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,100000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,101000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,102000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,103000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,104000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,105000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,106000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,107000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,108000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,109000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,110000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,111000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,112000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,113000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,114000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,115000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,116000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,117000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,118000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,119000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,120000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,121000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,122000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,123000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,124000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,125000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,126000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,127000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,128000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,129000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,130000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,131000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,132000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,133000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,134000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,135000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,136000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,137000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,138000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,139000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,140000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,141000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,142000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,143000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,144000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,145000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,146000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,147000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,148000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,149000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,150000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,151000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,152000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,153000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,154000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,155000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,156000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,157000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,158000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,159000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,160000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,161000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,162000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,163000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,164000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,165000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,166000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,167000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,168000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,169000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,170000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,171000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,172000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,173000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,174000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,175000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,176000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,177000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,178000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,179000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,180000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,181000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,182000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,183000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,184000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,185000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,186000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,187000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,188000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,189000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,190000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,191000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,192000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,193000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,194000;1,000000;3,718485;-3,988535;1,025770;0,995639
0,195000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,196000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,197000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,198000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,199000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,200000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,201000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,202000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,203000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,204000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,205000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,206000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,207000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,208000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,209000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,210000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,211000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,212000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,213000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,214000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,215000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,216000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,217000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,218000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,219000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,220000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,221000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,222000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,223000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,224000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,225000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,226000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,227000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,228000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,229000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,230000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,231000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,232000;1,000000;3,718485;-3,988534;1,025770;0,995639
0,233000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,234000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,235000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,236000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,237000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,238000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,239000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,240000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,241000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,242000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,243000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,244000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,245000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,246000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,247000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,248000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,249000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,250000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,251000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,252000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,253000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,254000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,255000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,256000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,257000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,258000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,259000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,260000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,261000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,262000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,263000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,264000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,265000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,266000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,267000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,268000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,269000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,270000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,271000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,272000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,273000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,274000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,275000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,276000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,277000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,278000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,279000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,280000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,281000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,282000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,283000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,284000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,285000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,286000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,287000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,288000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,289000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,290000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,291000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,292000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,293000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,294000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,295000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,296000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,297000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,298000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,299000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,300000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,301000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,302000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,303000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,304000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,305000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,306000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,307000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,308000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,309000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,310000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,311000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,312000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,313000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,314000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,315000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,316000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,317000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,318000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,319000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,320000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,321000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,322000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,323000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,324000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,325000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,326000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,327000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,328000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,329000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,330000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,331000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,332000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,333000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,334000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,335000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,336000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,337000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,338000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,339000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,340000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,341000;1,000000;3,718486;-3,988534;1,025770;0,995639
0,342000;1,000000;3,718486;-3,988534;1,025770;0,995639
